,Normed PV feed in series for 1 kWp installed PV capacity,Heat demand time series inclusive losses of district hetaing network. This demand time series needs to be equal to the thermal energy after the thermal storage in the modelica model,This is the COP of the air source heat pump. It must be identical to the COP of the modelica model.,Maximum thermal power of the air sourced heatpump. ,Fixed loss factor related to the thermal capacity of the storage. It can be considered as thermal losses in the empty state e.g. at 50C,Loss factor dependent on the state of charge of the storage. It is related to the thermal capacity of the storage
SECONDS,pv_normed_per_kWp,Heat_demand_after_storage_kW,COP_Heatpump_air,Maximum-Power_Heatpump_air,TES_fix_loss_factor,TES_SOC_loss_factor
27910800,0,1626.056153,,,0.0001,0.0002
27911700,0,1642.377782,,,0.0001,0.0002
27912600,0,1669.390391,,,0.0001,0.0002
27913500,0,1669.390391,,,0.0001,0.0002
27914400,0,1669.622846,,,0.0001,0.0002
27915300,0,1685.820976,,,0.0001,0.0002
27916200,0,1685.820976,,,0.0001,0.0002
27917100,0,1680.343448,,,0.0001,0.0002
27918000,0,1700.74014,,,0.0001,0.0002
27918900,0,1700.74014,,,0.0001,0.0002
27919800,0,1689.3704,,,0.0001,0.0002
27920700,0,1726.67836,,,0.0001,0.0002
27921600,0,1714.367678,,,0.0001,0.0002
27922500,0,1759.701225,,,0.0001,0.0002
27923400,0,1734.871769,,,0.0001,0.0002
27924300,0,1734.871769,,,0.0001,0.0002
27925200,0,1768.209292,,,0.0001,0.0002
27926100,0,1704.827924,,,0.0001,0.0002
27927000,0,1704.827924,,,0.0001,0.0002
27927900,0,1715.581358,,,0.0001,0.0002
27928800,0,1872.191498,,,0.0001,0.0002
27929700,0,1872.191498,,,0.0001,0.0002
27930600,0,1877.219491,,,0.0001,0.0002
27931500,0,1894.75893,,,0.0001,0.0002
27932400,0,1925.361171,,,0.0001,0.0002
27933300,0,2017.173344,,,0.0001,0.0002
27934200,0,1978.158555,,,0.0001,0.0002
27935100,0,1978.158555,,,0.0001,0.0002
27936000,0.000217816,1931.298962,,,0.0001,0.0002
27936900,0.005109599,1958.310063,,,0.0001,0.0002
27937800,0.011405363,1958.310063,,,0.0001,0.0002
27938700,0.013866258,2035.461301,,,0.0001,0.0002
27939600,0.08386384,1943.467437,,,0.0001,0.0002
27940500,0.218983949,1943.467437,,,0.0001,0.0002
27941400,0.21896979,1921.306311,,,0.0001,0.0002
27942300,0.184837893,1896.041304,,,0.0001,0.0002
27943200,0.150118552,1887.51096,,,0.0001,0.0002
27944100,0.111861941,1839.625644,,,0.0001,0.0002
27945000,0.091431083,1836.999676,,,0.0001,0.0002
27945900,0.064887678,1836.999676,,,0.0001,0.0002
27946800,0.05818917,1733.787876,,,0.0001,0.0002
27947700,0.058502492,1749.559893,,,0.0001,0.0002
27948600,0.059754055,1749.559893,,,0.0001,0.0002
27949500,0.061964726,1693.226138,,,0.0001,0.0002
27950400,0.080634171,1661.059484,,,0.0001,0.0002
27951300,0.124040194,1661.059484,,,0.0001,0.0002
27952200,0.124368904,1639.26703,,,0.0001,0.0002
27953100,0.076168897,1602.343691,,,0.0001,0.0002
27954000,0.048164115,1629.524849,,,0.0001,0.0002
27954900,0.039057913,1588.161543,,,0.0001,0.0002
27955800,0.03554922,1636.976297,,,0.0001,0.0002
27956700,0.036765713,1636.976297,,,0.0001,0.0002
27957600,0.039256833,1597.702557,,,0.0001,0.0002
27958500,0.039657564,1558.279354,,,0.0001,0.0002
27959400,0.03507864,1558.279354,,,0.0001,0.0002
27960300,0.027065412,1570.130056,,,0.0001,0.0002
27961200,0.017982449,1554.013259,,,0.0001,0.0002
27962100,0.009946993,1512.816808,,,0.0001,0.0002
27963000,0.003823639,1497.620867,,,0.0001,0.0002
27963900,0.000535884,1513.713916,,,0.0001,0.0002
27964800,0,1497.496381,,,0.0001,0.0002
27965700,0,1491.272073,,,0.0001,0.0002
27966600,0,1454.503787,,,0.0001,0.0002
27967500,0,1454.503787,,,0.0001,0.0002
27968400,0,1404.431592,,,0.0001,0.0002
27969300,0,1365.472011,,,0.0001,0.0002
27970200,0,1365.472011,,,0.0001,0.0002
27971100,0,1378.351112,,,0.0001,0.0002
27972000,0,1346.931046,,,0.0001,0.0002
27972900,0,1346.931046,,,0.0001,0.0002
27973800,0,1339.716832,,,0.0001,0.0002
27974700,0,1301.297292,,,0.0001,0.0002
27975600,0,1314.486464,,,0.0001,0.0002
27976500,0,1295.801057,,,0.0001,0.0002
27977400,0,1304.129691,,,0.0001,0.0002
27978300,0,1304.129691,,,0.0001,0.0002
27979200,0,1321.810642,,,0.0001,0.0002
27980100,0,1296.165102,,,0.0001,0.0002
27981000,0,1296.165102,,,0.0001,0.0002
27981900,0,1296.822819,,,0.0001,0.0002
27982800,0,1325.478898,,,0.0001,0.0002
27983700,0,1325.478898,,,0.0001,0.0002
27984600,0,1341.51172,,,0.0001,0.0002
27985500,0,1339.968228,,,0.0001,0.0002
27986400,0,1385.997692,,,0.0001,0.0002
27987300,0,1378.522743,,,0.0001,0.0002
27988200,0,1396.891151,,,0.0001,0.0002
27989100,0,1396.891151,,,0.0001,0.0002
27990000,0,1366.444808,,,0.0001,0.0002
27990900,0,1387.711776,,,0.0001,0.0002
27991800,0,1387.711776,,,0.0001,0.0002
27992700,0,1242.476867,,,0.0001,0.0002
27993600,0,1183.61151,,,0.0001,0.0002
27994500,0,1183.61151,,,0.0001,0.0002
27995400,0,1210.564148,,,0.0001,0.0002
27996300,0,1151.104553,,,0.0001,0.0002
27997200,0,1116.990027,,,0.0001,0.0002
27998100,0,1090.133745,,,0.0001,0.0002
27999000,0,1095.865801,,,0.0001,0.0002
27999900,0,1095.865801,,,0.0001,0.0002
28000800,0,1093.87546,,,0.0001,0.0002
28001700,0,1082.174326,,,0.0001,0.0002
28002600,0,1082.174326,,,0.0001,0.0002
28003500,0,1080.544371,,,0.0001,0.0002
28004400,0,1064.135135,,,0.0001,0.0002
28005300,0,1064.135135,,,0.0001,0.0002
28006200,0,1062.569161,,,0.0001,0.0002
28007100,0,1090.399401,,,0.0001,0.0002
28008000,0,1131.123934,,,0.0001,0.0002
28008900,0,1077.481066,,,0.0001,0.0002
28009800,0,1088.330981,,,0.0001,0.0002
28010700,0,1088.330981,,,0.0001,0.0002
28011600,0,1108.375925,,,0.0001,0.0002
28012500,0,1176.333386,,,0.0001,0.0002
28013400,0,1176.333386,,,0.0001,0.0002
28014300,0,1229.910851,,,0.0001,0.0002
28015200,0,1326.470065,,,0.0001,0.0002
28016100,0,1326.470065,,,0.0001,0.0002
28017000,0,1262.753091,,,0.0001,0.0002
28017900,0,1384.584418,,,0.0001,0.0002
28018800,0,1377.128631,,,0.0001,0.0002
28019700,0,1313.78424,,,0.0001,0.0002
28020600,0,1297.076345,,,0.0001,0.0002
28021500,0,1297.076345,,,0.0001,0.0002
28022400,7.13E-05,1432.161197,,,0.0001,0.0002
28023300,0.003294313,1290.345498,,,0.0001,0.0002
28024200,0.008107073,1290.345498,,,0.0001,0.0002
28025100,0.011857004,1288.375203,,,0.0001,0.0002
28026000,0.015124004,1286.240804,,,0.0001,0.0002
28026900,0.017629138,1286.240804,,,0.0001,0.0002
28027800,0.019220269,1218.432204,,,0.0001,0.0002
28028700,0.020500823,1180.197726,,,0.0001,0.0002
28029600,0.021629342,1193.683159,,,0.0001,0.0002
28030500,0.02265108,1196.653275,,,0.0001,0.0002
28031400,0.023612259,1330.52673,,,0.0001,0.0002
28032300,0.024524497,1330.52673,,,0.0001,0.0002
28033200,0.02533318,1259.664848,,,0.0001,0.0002
28034100,0.025978337,1198.756691,,,0.0001,0.0002
28035000,0.02624106,1198.756691,,,0.0001,0.0002
28035900,0.025400525,1193.926655,,,0.0001,0.0002
28036800,0.023986037,1155.247829,,,0.0001,0.0002
28037700,0.022718375,1155.247829,,,0.0001,0.0002
28038600,0.022387478,1083.815272,,,0.0001,0.0002
28039500,0.023409722,1055.625921,,,0.0001,0.0002
28040400,0.024736615,1051.871648,,,0.0001,0.0002
28041300,0.02517057,1079.463327,,,0.0001,0.0002
28042200,0.023715911,1099.617213,,,0.0001,0.0002
28043100,0.021069402,1099.617213,,,0.0001,0.0002
28044000,0.017980536,1165.833178,,,0.0001,0.0002
28044900,0.015072769,1069.54512,,,0.0001,0.0002
28045800,0.012865916,1069.54512,,,0.0001,0.0002
28046700,0.011034417,1059.537973,,,0.0001,0.0002
28047600,0.009262016,1117.600169,,,0.0001,0.0002
28048500,0.007299748,1117.600169,,,0.0001,0.0002
28049400,0.004744742,1133.379727,,,0.0001,0.0002
28050300,0.001416323,1055.557406,,,0.0001,0.0002
28051200,0,1054.437954,,,0.0001,0.0002
28052100,0,1026.869776,,,0.0001,0.0002
28053000,0,1065.102512,,,0.0001,0.0002
28053900,0,1065.102512,,,0.0001,0.0002
28054800,0,1060.008629,,,0.0001,0.0002
28055700,0,1025.995507,,,0.0001,0.0002
28056600,0,1025.995507,,,0.0001,0.0002
28057500,0,1019.00598,,,0.0001,0.0002
28058400,0,1112.872994,,,0.0001,0.0002
28059300,0,1112.872994,,,0.0001,0.0002
28060200,0,979.2011598,,,0.0001,0.0002
28061100,0,1017.742806,,,0.0001,0.0002
28062000,0,1057.144671,,,0.0001,0.0002
28062900,0,1052.457213,,,0.0001,0.0002
28063800,0,1005.577471,,,0.0001,0.0002
28064700,0,1005.577471,,,0.0001,0.0002
28065600,0,928.2116092,,,0.0001,0.0002
28066500,0,905.2692933,,,0.0001,0.0002
28067400,0,905.2692933,,,0.0001,0.0002
28068300,0,913.681761,,,0.0001,0.0002
28069200,0,921.0504433,,,0.0001,0.0002
28070100,0,921.0504433,,,0.0001,0.0002
28071000,0,904.4901858,,,0.0001,0.0002
28071900,0,881.4939873,,,0.0001,0.0002
28072800,0,884.7321283,,,0.0001,0.0002
28073700,0,931.588949,,,0.0001,0.0002
28074600,0,955.6954187,,,0.0001,0.0002
28075500,0,955.6954187,,,0.0001,0.0002
28076400,0,1032.664594,,,0.0001,0.0002
28077300,0,954.2033376,,,0.0001,0.0002
28078200,0,954.2033376,,,0.0001,0.0002
28079100,0,1022.564476,,,0.0001,0.0002
28080000,0,1138.397597,,,0.0001,0.0002
28080900,0,1138.397597,,,0.0001,0.0002
28081800,0,1145.166859,,,0.0001,0.0002
28082700,0,1137.788991,,,0.0001,0.0002
28083600,0,1167.188345,,,0.0001,0.0002
28084500,0,1172.105894,,,0.0001,0.0002
28085400,0,1199.409542,,,0.0001,0.0002
28086300,0,1199.409542,,,0.0001,0.0002
28087200,0,1186.608654,,,0.0001,0.0002
28088100,0,1206.152295,,,0.0001,0.0002
28089000,0,1206.152295,,,0.0001,0.0002
28089900,0,1188.384292,,,0.0001,0.0002
28090800,0,1210.90289,,,0.0001,0.0002
28091700,0,1210.90289,,,0.0001,0.0002
28092600,0,1188.940914,,,0.0001,0.0002
28093500,0,1216.257791,,,0.0001,0.0002
28094400,0,1200.380301,,,0.0001,0.0002
28095300,0,1240.871464,,,0.0001,0.0002
28096200,0,1212.501081,,,0.0001,0.0002
28097100,0,1212.501081,,,0.0001,0.0002
28098000,0,1244.317172,,,0.0001,0.0002
28098900,0,1182.476761,,,0.0001,0.0002
28099800,0,1182.476761,,,0.0001,0.0002
28100700,0,1192.239676,,,0.0001,0.0002
28101600,0,1349.275858,,,0.0001,0.0002
28102500,0,1349.275858,,,0.0001,0.0002
28103400,0,1354.836154,,,0.0001,0.0002
28104300,0,1379.725413,,,0.0001,0.0002
28105200,0,1412.903017,,,0.0001,0.0002
28106100,0,1510.23994,,,0.0001,0.0002
28107000,0,1483.004887,,,0.0001,0.0002
28107900,0,1483.004887,,,0.0001,0.0002
28108800,1.79E-05,1451.656412,,,0.0001,0.0002
28109700,0.003871135,1489.806085,,,0.0001,0.0002
28110600,0.013373255,1489.806085,,,0.0001,0.0002
28111500,0.025034014,1577.482404,,,0.0001,0.0002
28112400,0.055208493,1501.366018,,,0.0001,0.0002
28113300,0.081538419,1501.366018,,,0.0001,0.0002
28114200,0.108256408,1492.108504,,,0.0001,0.0002
28115100,0.131941375,1487.252634,,,0.0001,0.0002
28116000,0.15470299,1485.177811,,,0.0001,0.0002
28116900,0.175031859,1448.787336,,,0.0001,0.0002
28117800,0.190019047,1465.301359,,,0.0001,0.0002
28118700,0.19243632,1465.301359,,,0.0001,0.0002
28119600,0.184766106,1375.405982,,,0.0001,0.0002
28120500,0.167101498,1414.6013,,,0.0001,0.0002
28121400,0.147274673,1389.193649,,,0.0001,0.0002
28122300,0.108669839,1387.386974,,,0.0001,0.0002
28123200,0.079131049,1362.38933,,,0.0001,0.0002
28124100,0.069045846,1362.38933,,,0.0001,0.0002
28125000,0.066144082,1381.202785,,,0.0001,0.0002
28125900,0.067775657,1366.011867,,,0.0001,0.0002
28126800,0.076111454,1403.101076,,,0.0001,0.0002
28127700,0.08053963,1375.777762,,,0.0001,0.0002
28128600,0.080226248,1450.352752,,,0.0001,0.0002
28129500,0.078342081,1450.352752,,,0.0001,0.0002
28130400,0.075106679,1434.090551,,,0.0001,0.0002
28131300,0.073005693,1418.699433,,,0.0001,0.0002
28132200,0.063599555,1418.699433,,,0.0001,0.0002
28133100,0.046745604,1453.561326,,,0.0001,0.0002
28134000,0.031317072,1459.947255,,,0.0001,0.0002
28134900,0.022755833,1459.947255,,,0.0001,0.0002
28135800,0.015871705,1431.611001,,,0.0001,0.0002
28136700,0.009370733,1472.597478,,,0.0001,0.0002
28137600,0.003065499,1465.734972,,,0.0001,0.0002
28138500,0,1473.757133,,,0.0001,0.0002
28139400,0,1457.07991,,,0.0001,0.0002
28140300,0,1457.07991,,,0.0001,0.0002
28141200,0,1425.971538,,,0.0001,0.0002
28142100,0,1405.968992,,,0.0001,0.0002
28143000,0,1405.968992,,,0.0001,0.0002
28143900,0,1440.579185,,,0.0001,0.0002
28144800,0,1427.007774,,,0.0001,0.0002
28145700,0,1427.007774,,,0.0001,0.0002
28146600,0,1436.631584,,,0.0001,0.0002
28147500,0,1408.316581,,,0.0001,0.0002
28148400,0,1424.6766,,,0.0001,0.0002
28149300,0,1413.1462,,,0.0001,0.0002
28150200,0,1434.121986,,,0.0001,0.0002
28151100,0,1434.121986,,,0.0001,0.0002
28152000,0,1464.367672,,,0.0001,0.0002
28152900,0,1447.927035,,,0.0001,0.0002
28153800,0,1447.927035,,,0.0001,0.0002
28154700,0,1454.45969,,,0.0001,0.0002
28155600,0,1489.412815,,,0.0001,0.0002
28156500,0,1489.412815,,,0.0001,0.0002
28157400,0,1514.114412,,,0.0001,0.0002
28158300,0,1530.420176,,,0.0001,0.0002
28159200,0,1582.263082,,,0.0001,0.0002
28160100,0,1589.289964,,,0.0001,0.0002
28161000,0,1618.864136,,,0.0001,0.0002
28161900,0,1618.864136,,,0.0001,0.0002
28162800,0,1591.303097,,,0.0001,0.0002
28163700,0,1640.658523,,,0.0001,0.0002
28164600,0,1640.658523,,,0.0001,0.0002
28165500,0,1593.581299,,,0.0001,0.0002
28166400,0,1629.100318,,,0.0001,0.0002
28167300,0,1629.100318,,,0.0001,0.0002
28168200,0,1655.353488,,,0.0001,0.0002
28169100,0,1615.838128,,,0.0001,0.0002
28170000,0,1620.366221,,,0.0001,0.0002
28170900,0,1627.63287,,,0.0001,0.0002
28171800,0,1640.962981,,,0.0001,0.0002
28172700,0,1640.962981,,,0.0001,0.0002
28173600,0,1634.706081,,,0.0001,0.0002
28174500,0,1641.726423,,,0.0001,0.0002
28175400,0,1641.726423,,,0.0001,0.0002
28176300,0,1636.391695,,,0.0001,0.0002
28177200,0,1646.520312,,,0.0001,0.0002
28178100,0,1646.520312,,,0.0001,0.0002
28179000,0,1631.839186,,,0.0001,0.0002
28179900,0,1662.056588,,,0.0001,0.0002
28180800,0,1647.723148,,,0.0001,0.0002
28181700,0,1690.247671,,,0.0001,0.0002
28182600,0,1664.819089,,,0.0001,0.0002
28183500,0,1664.819089,,,0.0001,0.0002
28184400,0,1699.307428,,,0.0001,0.0002
28185300,0,1640.419889,,,0.0001,0.0002
28186200,0,1640.419889,,,0.0001,0.0002
28187100,0,1654.32498,,,0.0001,0.0002
28188000,0,1814.537966,,,0.0001,0.0002
28188900,0,1814.537966,,,0.0001,0.0002
28189800,0,1823.5288,,,0.0001,0.0002
28190700,0,1846.560411,,,0.0001,0.0002
28191600,0,1878.746484,,,0.0001,0.0002
28192500,0,1970.737431,,,0.0001,0.0002
28193400,0,1936.970266,,,0.0001,0.0002
28194300,0,1936.970266,,,0.0001,0.0002
28195200,0,1894.043415,,,0.0001,0.0002
28196100,0.004396616,1919.121053,,,0.0001,0.0002
28197000,0.014365412,1919.121053,,,0.0001,0.0002
28197900,0.023427578,1992.63373,,,0.0001,0.0002
28198800,0.073333899,1891.564311,,,0.0001,0.0002
28199700,0.139858764,1881.259927,,,0.0001,0.0002
28200600,0.1678722,1864.475017,,,0.0001,0.0002
28201500,0.185477117,1823.275474,,,0.0001,0.0002
28202400,0.201149032,1792.250178,,,0.0001,0.0002
28203300,0.216771408,1755.540835,,,0.0001,0.0002
28204200,0.233160601,1739.552826,,,0.0001,0.0002
28205100,0.248996384,1617.152246,,,0.0001,0.0002
28206000,0.263633261,1616.915592,,,0.0001,0.0002
28206900,0.277307086,1627.653782,,,0.0001,0.0002
28207800,0.290811289,1561.259649,,,0.0001,0.0002
28208700,0.311086361,1555.495126,,,0.0001,0.0002
28209600,0.331613214,1514.698233,,,0.0001,0.0002
28210500,0.345663755,1514.698233,,,0.0001,0.0002
28211400,0.347232956,1486.796828,,,0.0001,0.0002
28212300,0.337339468,1444.22509,,,0.0001,0.0002
28213200,0.319750075,1471.866406,,,0.0001,0.0002
28214100,0.298612173,1429.800092,,,0.0001,0.0002
28215000,0.277389633,1490.601656,,,0.0001,0.0002
28215900,0.255948607,1472.9371,,,0.0001,0.0002
28216800,0.233944413,1460.734829,,,0.0001,0.0002
28217700,0.211390784,1445.484246,,,0.0001,0.0002
28218600,0.187887246,1445.484246,,,0.0001,0.0002
28219500,0.163052424,1473.476847,,,0.0001,0.0002
28220400,0.136435564,1476.018312,,,0.0001,0.0002
28221300,0.106875491,1476.018312,,,0.0001,0.0002
28222200,0.068924187,1453.451562,,,0.0001,0.0002
28223100,0.031809184,1504.077754,,,0.0001,0.0002
28224000,0.003074499,1500.881901,,,0.0001,0.0002
28224900,0,1514.005147,,,0.0001,0.0002
28225800,0,1506.981245,,,0.0001,0.0002
28226700,0,1506.981245,,,0.0001,0.0002
28227600,0,1486.210971,,,0.0001,0.0002
28228500,0,1474.878506,,,0.0001,0.0002
28229400,0,1474.878506,,,0.0001,0.0002
28230300,0,1518.688355,,,0.0001,0.0002
28231200,0,1511.91388,,,0.0001,0.0002
28232100,0,1511.91388,,,0.0001,0.0002
28233000,0,1532.734954,,,0.0001,0.0002
28233900,0,1513.299847,,,0.0001,0.0002
28234800,0,1533.006983,,,0.0001,0.0002
28235700,0,1526.763433,,,0.0001,0.0002
28236600,0,1554.818751,,,0.0001,0.0002
28237500,0,1554.818751,,,0.0001,0.0002
28238400,0,1591.787533,,,0.0001,0.0002
28239300,0,1578.292272,,,0.0001,0.0002
28240200,0,1578.292272,,,0.0001,0.0002
28241100,0,1587.935663,,,0.0001,0.0002
28242000,0,1624.146256,,,0.0001,0.0002
28242900,0,1624.146256,,,0.0001,0.0002
28243800,0,1648.70263,,,0.0001,0.0002
28244700,0,1659.795206,,,0.0001,0.0002
28245600,0,1708.714166,,,0.0001,0.0002
28246500,0,1712.885852,,,0.0001,0.0002
28247400,0,1730.801748,,,0.0001,0.0002
28248300,0,1730.801748,,,0.0001,0.0002
28249200,0,1697.711956,,,0.0001,0.0002
28250100,0,1738.406316,,,0.0001,0.0002
28251000,0,1738.406316,,,0.0001,0.0002
28251900,0,1662.304321,,,0.0001,0.0002
28252800,0,1615.972522,,,0.0001,0.0002
28253700,0,1615.972522,,,0.0001,0.0002
28254600,0,1619.374949,,,0.0001,0.0002
28255500,0,1585.939712,,,0.0001,0.0002
28256400,0,1570.441506,,,0.0001,0.0002
28257300,0,1566.278863,,,0.0001,0.0002
28258200,0,1561.636981,,,0.0001,0.0002
28259100,0,1561.636981,,,0.0001,0.0002
28260000,0,1554.797324,,,0.0001,0.0002
28260900,0,1549.138653,,,0.0001,0.0002
28261800,0,1549.138653,,,0.0001,0.0002
28262700,0,1544.324962,,,0.0001,0.0002
28263600,0,1549.803298,,,0.0001,0.0002
28264500,0,1549.803298,,,0.0001,0.0002
28265400,0,1585.527246,,,0.0001,0.0002
28266300,0,1568.510647,,,0.0001,0.0002
28267200,0,1553.274586,,,0.0001,0.0002
28268100,0,1571.410642,,,0.0001,0.0002
28269000,0,1622.224685,,,0.0001,0.0002
28269900,0,1622.224685,,,0.0001,0.0002
28270800,0,1664.42105,,,0.0001,0.0002
28271700,0,1676.632915,,,0.0001,0.0002
28272600,0,1676.632915,,,0.0001,0.0002
28273500,0,1688.820665,,,0.0001,0.0002
28274400,0,1870.125326,,,0.0001,0.0002
28275300,0,1870.125326,,,0.0001,0.0002
28276200,0,1825.263548,,,0.0001,0.0002
28277100,0,1671.111986,,,0.0001,0.0002
28278000,0,1680.820653,,,0.0001,0.0002
28278900,0,1845.734508,,,0.0001,0.0002
28279800,0,1886.165659,,,0.0001,0.0002
28280700,0,1886.165659,,,0.0001,0.0002
28281600,0,1778.220229,,,0.0001,0.0002
28282500,0.000268675,1773.768472,,,0.0001,0.0002
28283400,0.001979453,1773.768472,,,0.0001,0.0002
28284300,0.007742145,1826.036836,,,0.0001,0.0002
28285200,0.016123212,1820.01103,,,0.0001,0.0002
28286100,0.023012732,1820.01103,,,0.0001,0.0002
28287000,0.025160725,1734.464896,,,0.0001,0.0002
28287900,0.025118961,1670.375462,,,0.0001,0.0002
28288800,0.024480222,1650.320936,,,0.0001,0.0002
28289700,0.024266489,1661.261091,,,0.0001,0.0002
28290600,0.025246562,1647.961572,,,0.0001,0.0002
28291500,0.026563138,1647.961572,,,0.0001,0.0002
28292400,0.028064581,1617.371418,,,0.0001,0.0002
28293300,0.029812418,1573.27334,,,0.0001,0.0002
28294200,0.032067176,1573.27334,,,0.0001,0.0002
28295100,0.035664282,1528.742547,,,0.0001,0.0002
28296000,0.039790728,1499.721198,,,0.0001,0.0002
28296900,0.043387833,1499.721198,,,0.0001,0.0002
28297800,0.045518226,1431.024254,,,0.0001,0.0002
28298700,0.046219716,1414.291206,,,0.0001,0.0002
28299600,0.04549703,1408.214848,,,0.0001,0.0002
28300500,0.043274547,1397.63384,,,0.0001,0.0002
28301400,0.039534618,1384.088771,,,0.0001,0.0002
28302300,0.034818746,1384.088771,,,0.0001,0.0002
28303200,0.029797485,1385.023444,,,0.0001,0.0002
28304100,0.025113342,1373.152358,,,0.0001,0.0002
28305000,0.021295639,1373.152358,,,0.0001,0.0002
28305900,0.017948165,1401.121307,,,0.0001,0.0002
28306800,0.014681203,1394.300546,,,0.0001,0.0002
28307700,0.011178259,1394.300546,,,0.0001,0.0002
28308600,0.00706251,1314.604611,,,0.0001,0.0002
28309500,0.002161683,1366.014101,,,0.0001,0.0002
28310400,0,1378.667329,,,0.0001,0.0002
28311300,0,1419.503825,,,0.0001,0.0002
28312200,0,1402.843327,,,0.0001,0.0002
28313100,0,1402.843327,,,0.0001,0.0002
28314000,0,1410.027146,,,0.0001,0.0002
28314900,0,1428.786219,,,0.0001,0.0002
28315800,0,1428.786219,,,0.0001,0.0002
28316700,0,1629.289587,,,0.0001,0.0002
28317600,0,1584.125199,,,0.0001,0.0002
28318500,0,1584.125199,,,0.0001,0.0002
28319400,0,1727.719661,,,0.0001,0.0002
28320300,0,1531.789422,,,0.0001,0.0002
28321200,0,1543.152205,,,0.0001,0.0002
28322100,0,1607.479892,,,0.0001,0.0002
28323000,0,1599.694378,,,0.0001,0.0002
28323900,0,1599.694378,,,0.0001,0.0002
28324800,0,1626.084027,,,0.0001,0.0002
28325700,0,1472.402361,,,0.0001,0.0002
28326600,0,1472.402361,,,0.0001,0.0002
28327500,0,1376.395534,,,0.0001,0.0002
28328400,0,1476.803255,,,0.0001,0.0002
28329300,0,1476.803255,,,0.0001,0.0002
28330200,0,1379.063455,,,0.0001,0.0002
28331100,0,1375.638779,,,0.0001,0.0002
28332000,0,1344.118041,,,0.0001,0.0002
28332900,0,1348.459597,,,0.0001,0.0002
28333800,0,1394.073001,,,0.0001,0.0002
28334700,0,1394.073001,,,0.0001,0.0002
28335600,0,1357.487972,,,0.0001,0.0002
28336500,0,1342.202063,,,0.0001,0.0002
28337400,0,1342.202063,,,0.0001,0.0002
28338300,0,1244.213886,,,0.0001,0.0002
28339200,0,1216.718738,,,0.0001,0.0002
28340100,0,1216.718738,,,0.0001,0.0002
28341000,0,1203.6418,,,0.0001,0.0002
28341900,0,1177.371015,,,0.0001,0.0002
28342800,0,1162.929082,,,0.0001,0.0002
28343700,0,1162.156791,,,0.0001,0.0002
28344600,0,1168.856764,,,0.0001,0.0002
28345500,0,1168.856764,,,0.0001,0.0002
28346400,0,1165.740229,,,0.0001,0.0002
28347300,0,1164.142075,,,0.0001,0.0002
28348200,0,1164.142075,,,0.0001,0.0002
28349100,0,1158.990412,,,0.0001,0.0002
28350000,0,1173.007937,,,0.0001,0.0002
28350900,0,1173.007937,,,0.0001,0.0002
28351800,0,1164.799495,,,0.0001,0.0002
28352700,0,1174.227103,,,0.0001,0.0002
28353600,0,1171.550455,,,0.0001,0.0002
28354500,0,1154.380636,,,0.0001,0.0002
28355400,0,1161.978901,,,0.0001,0.0002
28356300,0,1161.978901,,,0.0001,0.0002
28357200,0,1167.077668,,,0.0001,0.0002
28358100,0,1152.192176,,,0.0001,0.0002
28359000,0,1152.192176,,,0.0001,0.0002
28359900,0,1207.671695,,,0.0001,0.0002
28360800,0,1288.223888,,,0.0001,0.0002
28361700,0,1288.223888,,,0.0001,0.0002
28362600,0,1350.209108,,,0.0001,0.0002
28363500,0,1269.263951,,,0.0001,0.0002
28364400,0,1262.111346,,,0.0001,0.0002
28365300,0,1367.728417,,,0.0001,0.0002
28366200,0,1390.603295,,,0.0001,0.0002
28367100,0,1390.603295,,,0.0001,0.0002
28368000,0,1380.652206,,,0.0001,0.0002
28368900,0.000380538,1393.169141,,,0.0001,0.0002
28369800,0.002905693,1393.169141,,,0.0001,0.0002
28370700,0.008657103,1376.437405,,,0.0001,0.0002
28371600,0.016858445,1511.243233,,,0.0001,0.0002
28372500,0.024027354,1511.243233,,,0.0001,0.0002
28373400,0.027142414,1603.173475,,,0.0001,0.0002
28374300,0.027275455,1481.077337,,,0.0001,0.0002
28375200,0.026379931,1470.585728,,,0.0001,0.0002
28376100,0.026196284,1417.516644,,,0.0001,0.0002
28377000,0.028186066,1481.87257,,,0.0001,0.0002
28377900,0.031461075,1481.87257,,,0.0001,0.0002
28378800,0.035041518,1409.50793,,,0.0001,0.0002
28379700,0.03812034,1451.401349,,,0.0001,0.0002
28380600,0.040039493,1451.401349,,,0.0001,0.0002
28381500,0.041140027,1399.737833,,,0.0001,0.0002
28382400,0.041413215,1413.580423,,,0.0001,0.0002
28383300,0.04072956,1413.580423,,,0.0001,0.0002
28384200,0.038837219,1440.474609,,,0.0001,0.0002
28385100,0.035340154,1530.115224,,,0.0001,0.0002
28386000,0.03118133,1439.786821,,,0.0001,0.0002
28386900,0.027478003,1323.668418,,,0.0001,0.0002
28387800,0.025302724,1231.925244,,,0.0001,0.0002
28388700,0.024650971,1231.925244,,,0.0001,0.0002
28389600,0.024414004,1251.52705,,,0.0001,0.0002
28390500,0.023432954,1141.858133,,,0.0001,0.0002
28391400,0.020625738,1141.858133,,,0.0001,0.0002
28392300,0.016136427,1111.779722,,,0.0001,0.0002
28393200,0.011035245,1066.894768,,,0.0001,0.0002
28394100,0.006409204,1066.894768,,,0.0001,0.0002
28395000,0.002842434,1126.973611,,,0.0001,0.0002
